VIEW_HIT__ SO_HALFSHA cloud1		3000.0, 4000.0, 0.0,   0.0,   0.0,   0.0,   2.0,  2.0,

VIEW_HIT__ SO_HALFSHA cloud1		6000.0, 3500.0, 0.0,   0.0,   0.0,   0.0,   3.0,  3.0,
VIEW_HIT__ SO_HALFSHA cloud1		9000.0, 3500.0, 0.0,   0.0,   0.0,   0.0,   2.0,  2.0,
VIEW_HIT__ SO_HALFSHA cloud1		12000.0, 4000.0, 0.0,   0.0,   0.0,   0.0,   4.0,  4.0,
VIEW_HIT__ SO_HALFSHA cloud1		15000.0, 3000.0, 0.0,   0.0,   0.0,   0.0,   2.0,  2.0,

VIEW_HIT__ SO_HALFSHA cloud1		17000.0, 3800.0, 0.0,   0.0,   0.0,   0.0,   2.0,  2.0,
VIEW_HIT__ SO_HALFSHA cloud1		19000.0, 3700.0, 0.0,   0.0,   0.0,   0.0,  1.0,  1.0,
VIEW_HIT__ SO_HALFSHA cloud1		21000.0, 3600.0, 0.0,   0.0,   0.0,   0.0,   4.0,  4.0,
VIEW_HIT__ SO_HALFSHA cloud1		23000.0, 3900.0, 0.0,   0.0,   0.0,   0.0,   2.0,  2.0,
VIEW_HIT__ SO_HALFSHA cloud1		25000.0, 3700.0, 0.0,   0.0,   0.0,   0.0,   3.0,  3.0,
VIEW_HIT__ SO_HALFSHA cloud1		27000.0, 3800.0, 0.0,   0.0,   0.0,   0.0,   2.0,  2.0,
VIEW_HIT__ SO_HALFSHA cloud1		29000.0, 4000.0, 0.0,   0.0,   0.0,   0.0,   2.0,  2.0,

VIEW_HIT__ SO_HALFSHA cloud1		31000.0, 3500.0, 0.0,   0.0,   0.0,   0.0,   2.0,  2.0,
VIEW_HIT__ SO_HALFSHA cloud1		33000.0, 4000.0, 0.0,   0.0,   0.0,   0.0,   1.0,  1.0,
VIEW_HIT__ SO_HALFSHA cloud1		35000.0, 3500.0, 0.0,   0.0,   0.0,   0.0,   4.0,  4.0,
VIEW_HIT__ SO_HALFSHA cloud1		38000.0, 3500.0, 0.0,   0.0,   0.0,   0.0,   2.0,  2.0,



VIEW_HIT__ SO_HALFREA cloud1		0.0, 3500.0, -1000.0,   0.0,   0.0,   0.0,   2.0,  2.0,
VIEW_HIT__ SO_HALFREA cloud1		2000.0, 3200.0, -1000.0,   0.0,   0.0,   0.0,   1.0,  1.0,
VIEW_HIT__ SO_HALFREA cloud1		6000.0, 4100.0, -1000.0,   0.0,   0.0,   0.0,   3.0,  3.0,
VIEW_HIT__ SO_HALFREA cloud1		12000.0, 4400.0, -1000.0,   0.0,   0.0,   0.0,   2.0,  2.0,
VIEW_HIT__ SO_HALFREA cloud1		16000.0, 3500.0, -1000.0,   0.0,   0.0,   0.0,   2.0,  2.0,
VIEW_HIT__ SO_HALFREA cloud1		20000.0, 3200.0, -1000.0,   0.0,   0.0,   0.0,   1.0,  1.0,
VIEW_HIT__ SO_HALFREA cloud1		24000.0, 4100.0, -1000.0,   0.0,   0.0,   0.0,   3.0,  3.0,
VIEW_HIT__ SO_HALFREA cloud1		28000.0, 4400.0, -1000.0,   0.0,   0.0,   0.0,   2.0,  2.0,
VIEW_HIT__ SO_HALFREA cloud1		30000.0, 2100.0, -1000.0,   0.0,   0.0,   0.0,   4.0,  4.0,
VIEW_HIT__ SO_HALFREA cloud1		34000.0, 3100.0, -1000.0,   0.0,   0.0,   0.0,   3.0,  3.0,
VIEW_HIT__ SO_HALFREA cloud1		38000.0, 4400.0, -1000.0,   0.0,   0.0,   0.0,   2.0,  2.0,
VIEW_HIT__ SO_HALFREA cloud1		41000.0, 4400.0, -1000.0,   0.0,   0.0,   0.0,   2.0,  2.0,

END_______
